id,context,question,answer,answer_start,difficulty
1272,Chen Scott joined Cedar Grove Hospital as a project manager in 2014 and later moved to the Cape Town office in 2016.,In what year did Chen Scott join Cedar Grove Hospital?,2014,63,Intermediate
1273,The Central Library was completed in 2001 and is located in Marrakesh. It attracts roughly 15000 visitors every year.,When was the Central Library completed?,2001,37,Advanced
1274,Carlos Yamamoto joined Delta Cloud Services as a senior analyst in 1991 and later moved to the Lisbon office in 1993.,What role did Carlos Yamamoto join Delta Cloud Services as?,senior analyst,49,Intermediate
1275,Vertex Analytics was founded in Austin in 2014 by Ingrid Lewis. The company now employs more than 22000 people across Portugal.,In what year was Vertex Analytics founded?,2014,42,Beginner
1276,Isabella Suzuki published a research paper on quantum materials in 2009 while working at Northfield University in Dublin.,In what year did Isabella Suzuki publish the paper?,2009,67,Intermediate
1277,Silverline Motors was founded in Mumbai in 2004 by David Kim. The company now employs more than 15000 people across Chile.,In what year was Silverline Motors founded?,2004,43,Intermediate
1278,"The international film festival took place in Jakarta on April 27, 2022, drawing an audience of about 45000 people from around Kenya.",Where did the international film festival take place?,Jakarta,46,Intermediate
1279,"The science and innovation fair took place in Amsterdam on February 7, 2021, drawing an audience of about 22000 people from around Indonesia.",Where did the science and innovation fair take place?,Amsterdam,46,Beginner
1280,Mark Smith published a research paper on renewable energy storage in 2006 while working at Redstone Consulting in Kuala Lumpur.,Where was Mark Smith working when the paper was published?,Redstone Consulting,91,Intermediate
1281,The Old Town Hall was completed in 2007 and is located in Wellington. It attracts roughly 96000 visitors every year.,When was the Old Town Hall completed?,2007,35,Advanced
1282,Aurora Data Systems was founded in Denver in 2002 by Zainab Anderson. The company now employs more than 3400 people across South Africa.,In what year was Aurora Data Systems founded?,2002,45,Advanced
1283,"The robotics championship took place in Bangkok on January 20, 2023, drawing an audience of about 96000 people from around the Czech Republic.",When did the robotics championship take place?,"January 20, 2023",51,Intermediate
1284,Lakeside Medical Center was founded in Toronto in 1999 by Lucas Dubois. The company now employs more than 3400 people across the Netherlands.,Who founded Lakeside Medical Center?,Lucas Dubois,58,Advanced
1285,Aisha Garcia published a research paper on quantum materials in 2018 while working at Harborview College in Edinburgh.,Where was Aisha Garcia working when the paper was published?,Harborview College,86,Intermediate
1286,Skyline Real Estate was founded in Wellington in 2002 by Leila Brown. The company now employs more than 96000 people across South Africa.,In what year was Skyline Real Estate founded?,2002,49,Beginner
1287,The Riverside Museum was completed in 1997 and is located in Berlin. It attracts roughly 22000 visitors every year.,Where is the Riverside Museum located?,Berlin,61,Beginner
1288,"The annual jazz festival took place in Melbourne on July 7, 2017, drawing an audience of about 96000 people from around South Korea.",When did the annual jazz festival take place?,"July 7, 2017",52,Beginner
1289,The Harborview Bridge was completed in 2010 and is located in Kuala Lumpur. It attracts roughly 500000 visitors every year.,Where is the Harborview Bridge located?,Kuala Lumpur,62,Advanced
1290,"The international film festival took place in Seoul on April 25, 2021, drawing an audience of about 1200 people from around Argentina.",Where did the international film festival take place?,Seoul,46,Advanced
1291,The Central Library was completed in 2004 and is located in Jakarta. It attracts roughly 500000 visitors every year.,Where is the Central Library located?,Jakarta,60,Beginner
1292,Amara Johansson joined Golden Gate Retailers as a project manager in 2012 and later moved to the Melbourne office in 2015.,In what year did Amara Johansson join Golden Gate Retailers?,2012,69,Advanced
1293,Oakwood Publishing House was founded in Berlin in 2016 by Hassan Chen. The company now employs more than 250000 people across Germany.,Who founded Oakwood Publishing House?,Hassan Chen,58,Beginner
1294,Summit Robotics Inc. was founded in Cairo in 2000 by Tom Green. The company now employs more than 1200 people across Canada.,Who founded Summit Robotics Inc.?,Tom Green,53,Intermediate
1295,Maria Taylor joined Delta Cloud Services as a marketing director in 2012 and later moved to the Austin office in 2014.,In what year did Maria Taylor join Delta Cloud Services?,2012,68,Advanced
1296,"The robotics championship took place in Toronto on December 28, 2024, drawing an audience of about 22000 people from around Portugal.",Where did the robotics championship take place?,Toronto,40,Advanced
1297,The Central Library was completed in 2002 and is located in Edinburgh. It attracts roughly 8700 visitors every year.,When was the Central Library completed?,2002,37,Advanced
1298,Golden Gate Retailers was founded in Mumbai in 2023 by Samuel Rossi. The company now employs more than 8700 people across the United States.,In what year was Golden Gate Retailers founded?,2023,47,Intermediate
1299,Mei Patel published a research paper on urban air quality in 2010 while working at Aurora Data Systems in Helsinki.,What topic did Mei Patel research?,urban air quality,40,Intermediate
1300,Ahmed Kowalski joined Meridian Financial Group as a senior analyst in 2004 and later moved to the Vancouver office in 2009.,Which office did Ahmed Kowalski later move to?,Vancouver,98,Beginner
1301,Priya Müller joined Riverside Bank as a research scientist in 1996 and later moved to the Marrakesh office in 2000.,What role did Priya Müller join Riverside Bank as?,research scientist,40,Beginner
1302,Lakeside Medical Center was founded in Cape Town in 2022 by Hassan Larsen. The company now employs more than 45000 people across Indonesia.,In what year was Lakeside Medical Center founded?,2022,52,Intermediate
1303,Nadia King published a research paper on machine translation in 2000 while working at Pioneer Research Institute in Amsterdam.,What topic did Nadia King research?,machine translation,41,Beginner
1304,Meridian Financial Group was founded in Warsaw in 1998 by Nadia Costa. The company now employs more than 250000 people across Japan.,In which city was Meridian Financial Group founded?,Warsaw,40,Advanced
1305,Felix King published a research paper on renewable energy storage in 1997 while working at Falcon Logistics in Austin.,Where was Felix King working when the paper was published?,Falcon Logistics,91,Advanced
1306,"The global health conference took place in Zurich on August 15, 2021, drawing an audience of about 1200 people from around Sweden.",Where did the global health conference take place?,Zurich,43,Advanced
1307,Evergreen Energy Co. was founded in Warsaw in 2015 by Priya Baker. The company now employs more than 15000 people across India.,Who founded Evergreen Energy Co.?,Priya Baker,54,Intermediate
1308,Golden Gate Retailers was founded in Kuala Lumpur in 2009 by Omar Costa. The company now employs more than 8700 people across Denmark.,Who founded Golden Gate Retailers?,Omar Costa,61,Intermediate
1309,Global Trade Partners was founded in Austin in 2013 by David Larsen. The company now employs more than 250000 people across Denmark.,Who founded Global Trade Partners?,David Larsen,55,Beginner
1310,The Old Town Hall was completed in 1990 and is located in Prague. It attracts roughly 3400 visitors every year.,When was the Old Town Hall completed?,1990,35,Beginner
1311,Liam Novak joined Northfield University as a operations coordinator in 1999 and later moved to the Warsaw office in 2000.,In what year did Liam Novak join Northfield University?,1999,71,Intermediate
1312,Delta Cloud Services was founded in Cairo in 2015 by Felix Young. The company now employs more than 22000 people across Denmark.,In what year was Delta Cloud Services founded?,2015,45,Intermediate
1313,The National Science Center was completed in 1995 and is located in Osaka. It attracts roughly 1200 visitors every year.,When was the National Science Center completed?,1995,45,Beginner
1314,The Harborview Bridge was completed in 2012 and is located in Cairo. It attracts roughly 8700 visitors every year.,Where is the Harborview Bridge located?,Cairo,62,Beginner
1315,Hassan Wilson joined Golden Gate Retailers as a research scientist in 1995 and later moved to the Bangkok office in 1999.,What role did Hassan Wilson join Golden Gate Retailers as?,research scientist,48,Intermediate
1316,Adaeze Wright joined Falcon Logistics as a marketing director in 2004 and later moved to the Manila office in 2007.,Which office did Adaeze Wright later move to?,Manila,93,Beginner
1317,Ibrahim Baker published a research paper on genetic markers in 2009 while working at Cedar Grove Hospital in Amsterdam.,In what year did Ibrahim Baker publish the paper?,2009,63,Beginner
