id,text,language,sentence_length,word_count,character_count,uppercase_count,punctuation_count
1324,"My younger sister spent several weeks measuring the volunteer schedule, and by the end of the project everyone agreed that the effort had been worthwhile, even though the process required patience, careful planning, and a fair amount of trial and error along the way.",English,Long,44,267,1,5
1325,My best friend rehearsed a set of handwritten letters in the downtown office on a rainy Tuesday.,English,Long,17,96,2,1
1326,"According to a recent report published by Zenith Pharmaceuticals, the number of people who discuss a new hiking trail has increased steadily over the past three years, largely due to changing habits and greater public awareness.",English,Long,36,228,3,3
1327,"According to a recent report published by Pioneer Research Institute, the number of people who review a set of handwritten letters has increased steadily over the past three years, largely due to changing habits and greater public awareness.",English,Long,38,241,4,3
1328,The museum curator questioned an antique wooden clock in the downtown office over the weekend.,English,Medium,15,94,1,1
1329,The community garden volunteers measured the annual budget report at a small conference in Melbourne every Saturday afternoon.,English,Long,18,126,3,1
1330,"The orchestra conductor, who had supported a new hiking trail for nearly a decade, finally decided to write a detailed guide so that newcomers could avoid the same mistakes and understand the process from start to finish.",English,Long,37,221,1,3
1331,The software engineer rehearsed an unusual weather pattern inside the community center after months of planning.,English,Long,16,112,1,1
1332,The software engineer negotiated a collection of vintage postcards inside the community center on a rainy Tuesday.,English,Long,17,114,2,1
1333,"Although the weather in Kuala Lumpur can be unpredictable during July, The delivery driver decided to proceed with the outdoor event, arguing that visitors would still enjoy themselves despite the occasional light rain and cooler evening temperatures.",English,Long,37,251,5,3
1334,"A young entrepreneur, who had managed the results of the survey for nearly a decade, finally decided to write a detailed guide so that newcomers could avoid the same mistakes and understand the process from start to finish.",English,Long,38,223,1,3
1335,The museum curator compared an experimental cooking recipe inside the community center.,English,Medium,12,87,1,1
1336,A group of tourists planted the results of the survey every Saturday afternoon.,English,Medium,13,79,2,1
1337,A group of tourists compared an antique wooden clock since last spring.,English,Medium,12,71,1,1
1338,A curious student documented the layout of the public library along the riverbank just before sunset.,English,Long,16,101,1,1
1339,The delivery driver negotiated an unusual weather pattern at a small conference in Melbourne just before sunset.,English,Long,17,112,2,1
1340,The chess club measured a new hiking trail since last spring.,English,Medium,11,61,1,1
1341,The delivery driver photographed a newly discovered fossil in the downtown office after months of planning.,English,Long,16,107,1,1
1342,"According to a recent report published by Zenith Pharmaceuticals, the number of people who discuss the school's science fair has increased steadily over the past three years, largely due to changing habits and greater public awareness.",English,Long,36,235,3,4
1343,A wildlife photographer celebrated the neighborhood's street art at a small conference in Melbourne throughout the semester.,English,Long,17,124,2,2
1344,Her grandfather recorded the neighborhood's street art just before sunset.,English,Medium,10,74,1,2
1345,Her grandfather rehearsed the layout of the public library along the riverbank.,English,Medium,12,79,1,1
1346,"A freelance writer, who had overseen the school's science fair for nearly a decade, finally decided to write a detailed guide so that newcomers could avoid the same mistakes and understand the process from start to finish.",English,Long,37,222,1,4
1347,A group of tourists negotiated a new hiking trail near the old train station since last spring.,English,Long,17,95,1,1
1348,The chess club questioned a new hiking trail inside the community center after months of planning.,English,Long,16,98,1,1
1349,A freelance writer compared the annual budget report along the riverbank every Saturday afternoon.,English,Medium,14,98,2,1
1350,A curious student explored an unusual weather pattern along the riverbank throughout the semester.,English,Medium,14,98,1,1
1351,The software engineer measured the layout of the public library every Saturday afternoon.,English,Medium,13,89,2,1
1352,The software engineer explored the volunteer schedule.,English,Short,7,54,1,1
1353,Her grandfather reviewed an experimental cooking recipe along the riverbank every Saturday afternoon.,English,Medium,13,101,2,1
1354,The chess club documented a new hiking trail in the downtown office.,English,Medium,12,68,1,1
