id,text,label,category,difficulty
1586,"Hello, The new cafe downtown has really good pastries, we should try it. Take care.",Ham,Normal Message,Beginner
1587,"Hi, The client at Harborview College asked for an updated timeline, can you draft one? Talk soon.",Ham,Work,Intermediate
1588,"IMPORTANT: Unlock a members-only discount on a ProGrip tennis racket, available for a short time! Limited spots remain.",Spam,Promotion,Beginner
1589,"Hello, This is a confirmation that your request with Vertex Analytics has been received. Let me know.",Ham,Notification,Intermediate
1590,LIMITED TIME: You have an outstanding balance that must be settled today to avoid penalties! Offer won't last.,Spam,Scam,Intermediate
1591,NOTICE: You've been selected for an exclusive early access deal on the CloudDesk chair!,Spam,Promotion,Beginner
1592,"FYI, The traffic on the highway is pretty bad this morning, leave early. Take care.",Ham,Normal Message,Intermediate
1593,"Just a heads up, Could you double-check the numbers in the spreadsheet before we send it to Evergreen Energy Co.? Talk soon.",Ham,Work,Beginner
1594,"ALERT: Upgrade today: a StreamCast speaker is on sale for a limited time, don't wait! Don't wait!",Spam,Advertisement,Intermediate
1595,ALERT: You have won a mystery prize! Click the link now to claim before it expires! Offer won't last.,Spam,Scam,Beginner
1596,Thanks again for helping me move those boxes yesterday.,Ham,Normal Message,Intermediate
1597,NOTICE: Huge sale on a NightOwl reading lamp — save big before stock runs out! Don't wait!,Spam,Advertisement,Intermediate
1598,ATTENTION: Congratulations! You've earned a free the SmartHome Hub — claim your reward now! Don't wait!,Spam,Promotion,Advanced
1599,"Hello, Let's plan a get-together soon, it's been way too long.",Ham,Personal,Beginner
1600,"Hello, Please share your feedback on the draft before we send it to Union Manufacturing Corp.. Thanks!",Ham,Work,Beginner
1601,"Just a heads up, Thanks for being such a great friend, it means a lot to me.",Ham,Personal,Intermediate
1602,"FYI, Can you loop in the design team before our next sync with Lakeside Medical Center? Thanks!",Ham,Work,Intermediate
1603,"IMPORTANT: Your recent order has an issue, verify your payment method to continue processing!",Spam,Scam,Intermediate
1604,Quick note: Please review the attached report before our meeting with Evergreen Energy Co. tomorrow. Thanks!,Ham,Work,Intermediate
1605,"Quick note: Thinking about you during this tough time, I'm here if you need me.",Ham,Personal,Intermediate
1606,Quick note: Let's plan a hiking trip for next month if the weather cooperates. Take care.,Ham,Normal Message,Intermediate
1607,IMPORTANT: Limited spots available: sign up now for a free trial of the SmartHome Hub! Limited spots remain.,Spam,Promotion,Beginner
1608,"ATTENTION: Your account access has been limited, verify your identity to restore full access! Respond today.",Spam,Scam,Intermediate
1609,"Hello, Let's plan a get-together soon, it's been way too long. Let me know.",Ham,Personal,Advanced
1610,"Quick note: I'm running a bit late, should be there in about ten minutes. Thanks!",Ham,Normal Message,Beginner
1611,NOTICE: Everything must go! Get a PureGlow skincare set at clearance prices while supplies last! Don't wait!,Spam,Advertisement,Intermediate
1612,"ACT NOW: Congratulations, you have been selected for a special cash reward, claim it today! Offer won't last.",Spam,Scam,Intermediate
1613,"Hi, I found a great recipe for the dinner party next Friday. Take care.",Ham,Normal Message,Beginner
1614,"ACT NOW: Final reminder: unclaimed reward expires today, click now before it's too late!",Spam,Scam,Beginner
1615,ACT NOW: You have won a mystery prize! Click the link now to claim before it expires! Offer won't last.,Spam,Scam,Intermediate
1616,"ATTENTION: Your delivery is on hold pending confirmation, update your details to release it!",Spam,Scam,Intermediate
1617,"Quick note: Your upcoming event with Zenith Pharmaceuticals has been rescheduled, check the new time. Talk soon.",Ham,Notification,Advanced
1618,"ALERT: New arrival: the AeroFit smartwatch now available at an unbeatable price, shop now!",Spam,Advertisement,Beginner
1619,LIMITED TIME: URGENT: Your account will be suspended unless you verify your details immediately!,Spam,Scam,Intermediate
1620,"NOTICE: Warning: your subscription payment failed, update your billing information right away! Respond today.",Spam,Scam,Beginner
1621,Quick note: Can you loop in the design team before our next sync with Ironwood Steel Works? Talk soon.,Ham,Work,Beginner
1622,"Just a heads up, Your account settings with Meridian Financial Group were updated successfully. Let me know.",Ham,Notification,Intermediate
1623,ATTENTION: Limited spots available: sign up now for a free trial of the PixelView monitor! Limited spots remain.,Spam,Promotion,Beginner
1624,Happy birthday! Hope you have an amazing day with family and friends.,Ham,Personal,Intermediate
1625,Quick note: Reminder: your subscription with Delta Cloud Services renews at the end of this month. Thanks!,Ham,Notification,Intermediate
1626,"Hey, Can we reschedule our call with Lakeside Medical Center to later this afternoon? Let me know.",Ham,Work,Intermediate
1627,"Hey, Please review the attached report before our meeting with Silverline Motors tomorrow.",Ham,Work,Beginner
1628,"FYI, Let's schedule a quick check-in about the BrightFuture Foundation account this week. Let me know.",Ham,Work,Intermediate
1629,You have an outstanding balance that must be settled today to avoid penalties!,Spam,Scam,Beginner
1630,"ALERT: Your refund is pending approval, confirm your details now to receive the funds! Don't wait!",Spam,Scam,Intermediate
1631,"Just a heads up, Let's sync up briefly before submitting the proposal to Evergreen Energy Co.. Talk soon.",Ham,Work,Beginner
1632,"ACT NOW: Your refund is pending approval, confirm your details now to receive the funds! Respond today.",Spam,Scam,Intermediate
1633,ACT NOW: Huge sale on a NovaBook Pro laptop — save big before stock runs out! Respond today.,Spam,Advertisement,Beginner
1634,LIMITED TIME: Flash sale: the QuickBrew coffee maker is now 40% off for the next 24 hours only! Limited spots remain.,Spam,Advertisement,Advanced
1635,"Just a heads up, Let's schedule a quick check-in about the Harborview College account this week. Thanks!",Ham,Work,Beginner
1636,"Hey, We should catch up soon, it's been a while since we talked. Thanks!",Ham,Normal Message,Advanced
1637,This is a reminder that your membership with Union Manufacturing Corp. is up for renewal soon.,Ham,Notification,Beginner
1638,"Hello, Wishing you a speedy recovery, let me know if you need anything.",Ham,Personal,Intermediate
1639,"You're eligible for a special discount on a SoundWave headset, act fast to redeem it! Offer won't last.",Spam,Promotion,Intermediate
1640,"Hey, I updated the project board, take a look before our call with NextGen Software Labs. Let me know.",Ham,Work,Beginner
1641,"Just a heads up, Hope your exams went well, let's celebrate this weekend. Talk soon.",Ham,Personal,Beginner
1642,"Just a heads up, Your subscription to Falcon Logistics's newsletter has been updated successfully. Thanks!",Ham,Notification,Beginner
1643,"Hey, This is a reminder that your appointment with BrightFuture Foundation starts in one hour.",Ham,Notification,Beginner
1644,IMPORTANT: Flash sale: the FreshAir purifier is now 40% off for the next 24 hours only! Don't wait!,Spam,Advertisement,Beginner
1645,"Hey, Your recent payment to Harborview College was processed successfully. Thanks!",Ham,Notification,Intermediate
1646,Quick note: Do you want to grab coffee before the meeting starts? Let me know.,Ham,Normal Message,Beginner
1647,"Just a heads up, Thanks again for helping me move those boxes yesterday. Let me know.",Ham,Normal Message,Beginner
1648,"IMPORTANT: You're eligible for a special discount on the ChefMate blender, act fast to redeem it! Respond today.",Spam,Promotion,Intermediate
1649,IMPORTANT: You have an outstanding balance that must be settled today to avoid penalties!,Spam,Scam,Beginner
1650,Just wanted to check in and see how you've been doing lately. Talk soon.,Ham,Personal,Beginner
1651,"Hey, So happy to hear the good news, we should celebrate soon! Let me know.",Ham,Personal,Advanced
1652,"NOTICE: Final reminder: unclaimed reward expires today, click now before it's too late! Offer won't last.",Spam,Scam,Intermediate
1653,Exclusive offer just for you: get a bonus the GreenLeaf water bottle with your next purchase!,Spam,Promotion,Intermediate
1654,"Hello, The client at Union Manufacturing Corp. asked for an updated timeline, can you draft one? Talk soon.",Ham,Work,Beginner
1655,ATTENTION: Special member reward unlocked: a free the CloudDesk chair is waiting for you! Don't wait!,Spam,Promotion,Beginner
1656,"Quick note: The traffic on the highway is pretty bad this morning, leave early. Thanks!",Ham,Normal Message,Intermediate
1657,"Hi, Your upcoming event with Vertex Analytics has been rescheduled, check the new time.",Ham,Notification,Intermediate
1658,"NOTICE: Unusual sign-in attempt detected, confirm it was you within the next hour! Don't wait!",Spam,Scam,Beginner
1659,"LIMITED TIME: Security alert: someone tried to log in from an unknown device, verify immediately! Offer won't last.",Spam,Scam,Intermediate
1660,"Hey, Please review the attached report before our meeting with Skyline Real Estate tomorrow. Take care.",Ham,Work,Intermediate
1661,"Quick note: Wishing you a speedy recovery, let me know if you need anything.",Ham,Personal,Intermediate
1662,Let me know if you need help moving this weekend. Let me know.,Ham,Normal Message,Beginner
1663,"Hi, Do you want to grab coffee before the meeting starts? Take care.",Ham,Normal Message,Advanced
1664,"NOTICE: Special deal: buy one a RoadMaster bicycle, get one free this weekend only! Offer won't last.",Spam,Advertisement,Beginner
1665,"Just a heads up, Let's plan a get-together soon, it's been way too long. Talk soon.",Ham,Personal,Intermediate
1666,"Hi, Could you double-check the numbers in the spreadsheet before we send it to Northfield University? Take care.",Ham,Work,Intermediate
1667,"IMPORTANT: Your account has been flagged for review, respond within 24 hours to avoid closure! Limited spots remain.",Spam,Scam,Advanced
1668,"Quick note: The traffic on the highway is pretty bad this morning, leave early. Talk soon.",Ham,Normal Message,Beginner
1669,"ACT NOW: Unusual sign-in attempt detected, confirm it was you within the next hour! Don't wait!",Spam,Scam,Intermediate
1670,"Your account has been flagged for review, respond within 24 hours to avoid closure!",Spam,Scam,Intermediate
1671,"NOTICE: Unusual sign-in attempt detected, confirm it was you within the next hour! Limited spots remain.",Spam,Scam,Beginner
1672,IMPORTANT: Congratulations! You've earned a free a SoundWave headset — claim your reward now! Don't wait!,Spam,Promotion,Beginner
1673,"NOTICE: Warning: your subscription payment failed, update your billing information right away!",Spam,Scam,Intermediate
1674,"Hi, So proud of you for taking that big step, congratulations! Thanks!",Ham,Personal,Beginner
1675,"Hey, Let's plan a get-together soon, it's been way too long. Take care.",Ham,Personal,Beginner
1676,"Hello, Happy birthday! Hope you have an amazing day with family and friends. Take care.",Ham,Personal,Intermediate
1677,"Quick note: So proud of you for taking that big step, congratulations! Let me know.",Ham,Personal,Intermediate
1678,Quick note: This is a confirmation that your request with Redstone Consulting has been received. Talk soon.,Ham,Notification,Beginner
1679,ATTENTION: You have won a mystery prize! Click the link now to claim before it expires! Respond today.,Spam,Scam,Intermediate
1680,"Hey, The deadline for the Cedar Grove Hospital deliverables has been moved up by two days.",Ham,Work,Intermediate
