id,text,sentiment,sentiment_score,emotion,category
1656,The wireless headphones impressed everyone in our group; simply impressive.,Positive,0.65,Excited,Product Review
1657,The animated movie was a disappointment; the whole experience felt subpar.,Negative,-0.76,Disappointed,Movie Review
1658,This certification impressed everyone in our group; simply fantastic.,Positive,0.92,Excited,Education
1659,This tour package was a disappointment; the whole experience felt poorly made.,Negative,-0.95,Disappointed,Travel Review
1660,"Sadly, this backpack turned out to be terrible, and I wouldn't try it again.",Negative,-0.61,Angry,Product Review
1661,"Honestly, the animated movie was amazing from start to finish, no complaints at all.",Positive,0.96,Satisfied,Movie Review
1662,"This textbook turned out to be wonderful, and I would recommend it to anyone.",Positive,0.76,Excited,Education
1663,"This repair service was unremarkable; nothing special, but nothing terrible either.",Neutral,0.03,Neutral,Service Review
1664,This restaurant impressed everyone in our group; simply top-notch.,Positive,0.64,Excited,Food Review
1665,We were thrilled with the new sequel — it felt exceptional and well worth the money.,Positive,0.77,Excited,Movie Review
1666,"Sadly, this workshop turned out to be poorly made, and I wouldn't try it again.",Negative,-0.73,Fear,Education
1667,"Unfortunately, this meme was overpriced, and I regret spending money on it.",Negative,-0.56,Disappointed,Social Media
1668,"Unfortunately, this backpack was underwhelming, and I regret spending money on it.",Negative,-0.93,Sad,Product Review
1669,The mountain lodge left a lot to be desired; overall it felt unreliable.,Negative,-0.68,Angry,Travel Review
1670,"I have to say, this meme exceeded my expectations; it was truly amazing.",Positive,0.84,Satisfied,Social Media
1671,"The new cafe was standard; nothing special, but nothing terrible either.",Neutral,0.07,Neutral,Food Review
1672,The moving company left a lot to be desired; overall it felt underwhelming.,Negative,-0.77,Fear,Service Review
1673,This water bottle impressed everyone in our group; simply exceptional.,Positive,0.94,Happy,Product Review
1674,"Sadly, the tutoring session turned out to be terrible, and I wouldn't try it again.",Negative,-0.96,Angry,Education
1675,The livestream was a disappointment; the whole experience felt unreliable.,Negative,-0.69,Sad,Social Media
1676,"This backpack was ordinary; nothing special, but nothing terrible either.",Neutral,-0.13,Neutral,Product Review
1677,"I have to say, this course exceeded my expectations; it was truly amazing.",Positive,0.86,Happy,Education
1678,This course met the basic expectations and was generally typical.,Neutral,-0.06,Neutral,Education
1679,"The new cafe was unremarkable overall, similar to most alternatives out there.",Neutral,-0.02,Neutral,Food Review
1680,"This blender turned out to be excellent, and I would recommend it to anyone.",Positive,0.89,Excited,Product Review
1681,"The livestream turned out to be wonderful, and I would recommend it to anyone.",Positive,0.68,Excited,Social Media
1682,"The tech support line was standard; nothing special, but nothing terrible either.",Neutral,-0.14,Neutral,Service Review
1683,"This bakery was fine overall, similar to most alternatives out there.",Neutral,-0.12,Neutral,Food Review
1684,We were thrilled with this restaurant — it felt wonderful and well worth the money.,Positive,0.64,Satisfied,Food Review
1685,We were thrilled with the new sequel — it felt excellent and well worth the money.,Positive,0.8,Satisfied,Movie Review
1686,The dessert menu met the basic expectations and was generally ordinary.,Neutral,-0.11,Neutral,Food Review
1687,We were thrilled with this diner — it felt delightful and well worth the money.,Positive,0.61,Excited,Food Review
1688,I was really let down by this course — it was unreliable compared to what was promised.,Negative,-0.76,Angry,Education
1689,It's hard to say much about the resort; it was simply fine.,Neutral,-0.01,Neutral,Travel Review
1690,This backpack impressed everyone in our group; simply delightful.,Positive,0.79,Excited,Product Review
1691,"The sushi platter was adequate; nothing special, but nothing terrible either.",Neutral,-0.08,Neutral,Food Review
1692,The action film met the basic expectations and was generally typical.,Neutral,-0.04,Neutral,Movie Review
1693,"Honestly, the wireless headphones was superb from start to finish, no complaints at all.",Positive,0.63,Excited,Product Review
1694,The dessert menu left a lot to be desired; overall it felt frustrating.,Negative,-0.95,Angry,Food Review
1695,"Unfortunately, this video was awful, and I regret spending money on it.",Negative,-0.8,Disappointed,Social Media
1696,This laptop left a lot to be desired; overall it felt subpar.,Negative,-0.61,Sad,Product Review
1697,"Honestly, this documentary was outstanding from start to finish, no complaints at all.",Positive,0.95,Satisfied,Movie Review
1698,I'd describe the app redesign as okay — it did the job without standing out.,Neutral,-0.11,Neutral,Social Media
1699,The livestream impressed everyone in our group; simply fantastic.,Positive,0.62,Happy,Social Media
1700,This thriller met the basic expectations and was generally unremarkable.,Neutral,0.06,Neutral,Movie Review
1701,I was really let down by this tour package — it was terrible compared to what was promised.,Negative,-0.82,Angry,Travel Review
1702,This tour package met the basic expectations and was generally okay.,Neutral,-0.13,Neutral,Travel Review
1703,It's hard to say much about this blender; it was simply ordinary.,Neutral,-0.06,Neutral,Product Review
1704,The tutoring session was a disappointment; the whole experience felt awful.,Negative,-0.78,Fear,Education
1705,"Honestly, this drama was superb from start to finish, no complaints at all.",Positive,0.84,Excited,Movie Review
1706,"Sadly, this hotel turned out to be terrible, and I wouldn't try it again.",Negative,-0.78,Angry,Travel Review
1707,This bakery left a lot to be desired; overall it felt terrible.,Negative,-0.92,Disappointed,Food Review
1708,"I have to say, this rental agency exceeded my expectations; it was truly top-notch.",Positive,0.73,Excited,Service Review
1709,We were thrilled with this thread — it felt outstanding and well worth the money.,Positive,0.81,Satisfied,Social Media
1710,"Sadly, this thread turned out to be terrible, and I wouldn't try it again.",Negative,-0.57,Disappointed,Social Media
1711,We were thrilled with the app redesign — it felt impressive and well worth the money.,Positive,0.82,Excited,Social Media
1712,"This course turned out to be delightful, and I would recommend it to anyone.",Positive,0.97,Excited,Education
1713,The beach destination met the basic expectations and was generally reasonable.,Neutral,0.09,Neutral,Travel Review
1714,"Honestly, the livestream was impressive from start to finish, no complaints at all.",Positive,0.83,Excited,Social Media
1715,"This food truck turned out to be top-notch, and I would recommend it to anyone.",Positive,0.85,Satisfied,Food Review
1716,"I have to say, the training program exceeded my expectations; it was truly wonderful.",Positive,0.79,Excited,Education
1717,It's hard to say much about the wireless headphones; it was simply adequate.,Neutral,0.04,Neutral,Product Review
1718,The romantic comedy impressed everyone in our group; simply excellent.,Positive,0.65,Excited,Movie Review
1719,We were thrilled with the resort — it felt exceptional and well worth the money.,Positive,0.63,Excited,Travel Review
1720,"I have to say, this film exceeded my expectations; it was truly exceptional.",Positive,0.7,Excited,Movie Review
1721,"Unfortunately, this rental agency was poorly made, and I regret spending money on it.",Negative,-0.65,Sad,Service Review
1722,The new update met the basic expectations and was generally okay.,Neutral,0.13,Neutral,Social Media
1723,It's hard to say much about the animated movie; it was simply unremarkable.,Neutral,-0.15,Neutral,Movie Review
1724,We were thrilled with this drama — it felt excellent and well worth the money.,Positive,0.68,Excited,Movie Review
1725,We were thrilled with this rental agency — it felt amazing and well worth the money.,Positive,0.78,Happy,Service Review
1726,"I have to say, the vacuum cleaner exceeded my expectations; it was truly outstanding.",Positive,0.6,Satisfied,Product Review
1727,"Unfortunately, this post was poorly made, and I regret spending money on it.",Negative,-0.88,Angry,Social Media
1728,I'd describe this tour package as okay — it did the job without standing out.,Neutral,-0.05,Neutral,Travel Review
1729,"The wireless headphones turned out to be impressive, and I would recommend it to anyone.",Positive,0.93,Happy,Product Review
1730,"The animated movie was adequate; nothing special, but nothing terrible either.",Neutral,-0.1,Neutral,Movie Review
1731,"I have to say, the new sequel exceeded my expectations; it was truly exceptional.",Positive,0.83,Excited,Movie Review
1732,I was really let down by this thriller — it was underwhelming compared to what was promised.,Negative,-0.6,Fear,Movie Review
1733,I was really let down by this documentary — it was subpar compared to what was promised.,Negative,-0.86,Angry,Movie Review
1734,This water bottle left a lot to be desired; overall it felt terrible.,Negative,-0.97,Angry,Product Review
1735,I was really let down by this thriller — it was disappointing compared to what was promised.,Negative,-0.55,Fear,Movie Review
1736,It's hard to say much about the beach destination; it was simply okay.,Neutral,0.0,Neutral,Travel Review
1737,"This certification turned out to be top-notch, and I would recommend it to anyone.",Positive,0.86,Excited,Education
1738,"Unfortunately, the latest trend was overpriced, and I regret spending money on it.",Negative,-0.99,Sad,Social Media
