id,text,entities,entity_types,person,organization,location,date,money,product
1221,"During the conference in Lisbon, Isabella Kowalski from Aurora Data Systems unveiled the SmartHome Hub priced at $9.99.",Isabella Kowalski; Aurora Data Systems; Lisbon; $9.99; the SmartHome Hub,PERSON; ORG; GPE; MONEY; PRODUCT,Isabella Kowalski,Aurora Data Systems,Lisbon,,$9.99,SmartHome Hub
1222,"Coastal Insurance Co. partnered with a university in Nairobi to research the TravelLite suitcase technology, Leila Osei reported.",Leila Osei; Coastal Insurance Co.; Nairobi; the TravelLite suitcase,PERSON; ORG; GPE; PRODUCT,Leila Osei,Coastal Insurance Co.,Nairobi,,,TravelLite suitcase
1223,"Isabella Walker, a spokesperson for Evergreen Energy Co., confirmed the release of the QuickBrew coffee maker for $1,200 on May 2, 2025.","Isabella Walker; Evergreen Energy Co.; May 2, 2025; $1,200; the QuickBrew coffee maker",PERSON; ORG; DATE; MONEY; PRODUCT,Isabella Walker,Evergreen Energy Co.,,"May 2, 2025","$1,200",QuickBrew coffee maker
1224,"During the conference in Helsinki, Nadia Petrov from Aurora Data Systems unveiled the ChefMate blender priced at $99.",Nadia Petrov; Aurora Data Systems; Helsinki; $99; the ChefMate blender,PERSON; ORG; GPE; MONEY; PRODUCT,Nadia Petrov,Aurora Data Systems,Helsinki,,$99,ChefMate blender
1225,"Hassan Dubois, a spokesperson for Golden Gate Retailers, confirmed the release of a RoadMaster bicycle for $15 on April 15, 2015.","Hassan Dubois; Golden Gate Retailers; April 15, 2015; $15; a RoadMaster bicycle",PERSON; ORG; DATE; MONEY; PRODUCT,Hassan Dubois,Golden Gate Retailers,,"April 15, 2015",$15,RoadMaster bicycle
1226,"On January 1, 2018, Northfield University opened a new branch in Toronto, India, appointing David Brown as director.","David Brown; Northfield University; India; Toronto; January 1, 2018",PERSON; ORG; GPE; GPE; DATE,David Brown,Northfield University,"India, Toronto","January 1, 2018",,
1227,"Olivia Johansson joined Blue Horizon Airlines in Marrakesh on June 3, 2015 to launch a SoundWave headset.","Olivia Johansson; Blue Horizon Airlines; Marrakesh; June 3, 2015; a SoundWave headset",PERSON; ORG; GPE; DATE; PRODUCT,Olivia Johansson,Blue Horizon Airlines,Marrakesh,"June 3, 2015",,SoundWave headset
1228,"The board at Vertex Analytics approved a $199 investment in Amsterdam after Mark Brown's presentation on October 3, 2023.","Mark Brown; Vertex Analytics; Amsterdam; October 3, 2023; $199",PERSON; ORG; GPE; DATE; MONEY,Mark Brown,Vertex Analytics,Amsterdam,"October 3, 2023",$199,
1229,"On September 11, 2019, Brightline Technologies opened a new branch in Berlin, Sweden, appointing Layla Petrov as director.","Layla Petrov; Brightline Technologies; Berlin; Sweden; September 11, 2019",PERSON; ORG; GPE; GPE; DATE,Layla Petrov,Brightline Technologies,"Berlin, Sweden","September 11, 2019",,
1230,"The board at Evergreen Energy Co. approved a $49.99 investment in Zurich after Wei Kowalski's presentation on March 1, 2017.","Wei Kowalski; Evergreen Energy Co.; Zurich; March 1, 2017; $49.99",PERSON; ORG; GPE; DATE; MONEY,Wei Kowalski,Evergreen Energy Co.,Zurich,"March 1, 2017",$49.99,
1231,"The board at Brightline Technologies approved a $45.50 investment in Marrakesh after Ethan Taylor's presentation on July 27, 2024.","Ethan Taylor; Brightline Technologies; Marrakesh; July 27, 2024; $45.50",PERSON; ORG; GPE; DATE; MONEY,Ethan Taylor,Brightline Technologies,Marrakesh,"July 27, 2024",$45.50,
1232,"Chloe Rossi, a spokesperson for Coastal Insurance Co., confirmed the release of a NovaBook Pro laptop for $120 on August 5, 2016.","Chloe Rossi; Coastal Insurance Co.; August 5, 2016; $120; a NovaBook Pro laptop",PERSON; ORG; DATE; MONEY; PRODUCT,Chloe Rossi,Coastal Insurance Co.,,"August 5, 2016",$120,NovaBook Pro laptop
1233,"During the conference in Berlin, Amara Larsen from Oakwood Publishing House unveiled a SunBeam solar charger priced at $199.",Amara Larsen; Oakwood Publishing House; Berlin; $199; a SunBeam solar charger,PERSON; ORG; GPE; MONEY; PRODUCT,Amara Larsen,Oakwood Publishing House,Berlin,,$199,SunBeam solar charger
1234,"Fatima Wilson joined Skyline Real Estate in Manila on July 3, 2022 to launch the ChefMate blender.","Fatima Wilson; Skyline Real Estate; Manila; July 3, 2022; the ChefMate blender",PERSON; ORG; GPE; DATE; PRODUCT,Fatima Wilson,Skyline Real Estate,Manila,"July 3, 2022",,ChefMate blender
1235,Wei Young traveled from Melbourne to Warsaw to negotiate a deal worth $75 with Aurora Data Systems.,Wei Young; Aurora Data Systems; Melbourne; Warsaw; $75,PERSON; ORG; GPE; GPE; MONEY,Wei Young,Aurora Data Systems,"Melbourne, Warsaw",,$75,
1236,"On October 19, 2024, Vertex Analytics opened a new branch in Amsterdam, South Africa, appointing Ingrid Lewis as director.","Ingrid Lewis; Vertex Analytics; Amsterdam; South Africa; October 19, 2024",PERSON; ORG; GPE; GPE; DATE,Ingrid Lewis,Vertex Analytics,"Amsterdam, South Africa","October 19, 2024",,
1237,"Sofia Garcia, a spokesperson for Zenith Pharmaceuticals, confirmed the release of a StreamCast speaker for $15 on May 15, 2022.","Sofia Garcia; Zenith Pharmaceuticals; May 15, 2022; $15; a StreamCast speaker",PERSON; ORG; DATE; MONEY; PRODUCT,Sofia Garcia,Zenith Pharmaceuticals,,"May 15, 2022",$15,StreamCast speaker
1238,"Peter Wright joined Silverline Motors in Edinburgh on March 9, 2025 to launch the PixelView monitor.","Peter Wright; Silverline Motors; Edinburgh; March 9, 2025; the PixelView monitor",PERSON; ORG; GPE; DATE; PRODUCT,Peter Wright,Silverline Motors,Edinburgh,"March 9, 2025",,PixelView monitor
1239,"Charlotte Moore, a spokesperson for Silverline Motors, confirmed the release of a ProGrip tennis racket for $350 on March 8, 2018.","Charlotte Moore; Silverline Motors; March 8, 2018; $350; a ProGrip tennis racket",PERSON; ORG; DATE; MONEY; PRODUCT,Charlotte Moore,Silverline Motors,,"March 8, 2018",$350,ProGrip tennis racket
1240,"On February 14, 2016, Coastal Insurance Co. opened a new branch in Zurich, Egypt, appointing James Okafor as director.","James Okafor; Coastal Insurance Co.; Egypt; Zurich; February 14, 2016",PERSON; ORG; GPE; GPE; DATE,James Okafor,Coastal Insurance Co.,"Egypt, Zurich","February 14, 2016",,
1241,"NextGen Software Labs announced that Chen Ivanov will lead the new office in Wellington starting August 24, 2019.","Chen Ivanov; NextGen Software Labs; Wellington; August 24, 2019",PERSON; ORG; GPE; DATE,Chen Ivanov,NextGen Software Labs,Wellington,"August 24, 2019",,
1242,"James Clark joined Union Manufacturing Corp. in Jakarta on July 21, 2016 to launch a ProGrip tennis racket.","James Clark; Union Manufacturing Corp.; Jakarta; July 21, 2016; a ProGrip tennis racket",PERSON; ORG; GPE; DATE; PRODUCT,James Clark,Union Manufacturing Corp.,Jakarta,"July 21, 2016",,ProGrip tennis racket
1243,"Harborview College partnered with a university in Copenhagen to research the GreenLeaf water bottle technology, Ibrahim Garcia reported.",Ibrahim Garcia; Harborview College; Copenhagen; the GreenLeaf water bottle,PERSON; ORG; GPE; PRODUCT,Ibrahim Garcia,Harborview College,Copenhagen,,,GreenLeaf water bottle
1244,"Samuel Nguyen joined Maple Street School District in Seoul on December 9, 2023 to launch the PixelView monitor.","Samuel Nguyen; Maple Street School District; Seoul; December 9, 2023; the PixelView monitor",PERSON; ORG; GPE; DATE; PRODUCT,Samuel Nguyen,Maple Street School District,Seoul,"December 9, 2023",,PixelView monitor
1245,"BrightFuture Foundation partnered with a university in Vancouver to research a SoundWave headset technology, Ethan Taylor reported.",Ethan Taylor; BrightFuture Foundation; Vancouver; a SoundWave headset,PERSON; ORG; GPE; PRODUCT,Ethan Taylor,BrightFuture Foundation,Vancouver,,,SoundWave headset
1246,"Ibrahim Khan joined Zenith Pharmaceuticals in Prague on August 16, 2023 to launch the CloudDesk chair.","Ibrahim Khan; Zenith Pharmaceuticals; Prague; August 16, 2023; the CloudDesk chair",PERSON; ORG; GPE; DATE; PRODUCT,Ibrahim Khan,Zenith Pharmaceuticals,Prague,"August 16, 2023",,CloudDesk chair
1247,"Chloe Brown, a spokesperson for Coastal Insurance Co., confirmed the release of the QuickBrew coffee maker for $19.99 on June 19, 2018.","Chloe Brown; Coastal Insurance Co.; June 19, 2018; $19.99; the QuickBrew coffee maker",PERSON; ORG; DATE; MONEY; PRODUCT,Chloe Brown,Coastal Insurance Co.,,"June 19, 2018",$19.99,QuickBrew coffee maker
1248,"During the conference in Seoul, Liam Scott from Golden Gate Retailers unveiled the CloudDesk chair priced at $30.75.",Liam Scott; Golden Gate Retailers; Seoul; $30.75; the CloudDesk chair,PERSON; ORG; GPE; MONEY; PRODUCT,Liam Scott,Golden Gate Retailers,Seoul,,$30.75,CloudDesk chair
1249,Elena Osei traveled from Melbourne to Zurich to negotiate a deal worth $49.99 with Aurora Data Systems.,Elena Osei; Aurora Data Systems; Melbourne; Zurich; $49.99,PERSON; ORG; GPE; GPE; MONEY,Elena Osei,Aurora Data Systems,"Melbourne, Zurich",,$49.99,
1250,"Golden Gate Retailers partnered with a university in Lisbon to research the SmartHome Hub technology, Ibrahim Petrov reported.",Ibrahim Petrov; Golden Gate Retailers; Lisbon; the SmartHome Hub,PERSON; ORG; GPE; PRODUCT,Ibrahim Petrov,Golden Gate Retailers,Lisbon,,,SmartHome Hub
1251,"Falcon Logistics partnered with a university in Seoul to research a NightOwl reading lamp technology, Chloe Ivanov reported.",Chloe Ivanov; Falcon Logistics; Seoul; a NightOwl reading lamp,PERSON; ORG; GPE; PRODUCT,Chloe Ivanov,Falcon Logistics,Seoul,,,NightOwl reading lamp
1252,"During the conference in Prague, Mateus Wright from Golden Gate Retailers unveiled the FlexFit yoga mat priced at $49.99.",Mateus Wright; Golden Gate Retailers; Prague; $49.99; the FlexFit yoga mat,PERSON; ORG; GPE; MONEY; PRODUCT,Mateus Wright,Golden Gate Retailers,Prague,,$49.99,FlexFit yogmat
1253,"Aisha Haddad, a spokesperson for Quantum Innovations, confirmed the release of a NightOwl reading lamp for $199 on July 19, 2016.","Aisha Haddad; Quantum Innovations; July 19, 2016; $199; a NightOwl reading lamp",PERSON; ORG; DATE; MONEY; PRODUCT,Aisha Haddad,Quantum Innovations,,"July 19, 2016",$199,NightOwl reading lamp
1254,"The board at Vertex Analytics approved a $499.99 investment in Toronto after James Suzuki's presentation on May 8, 2016.","James Suzuki; Vertex Analytics; Toronto; May 8, 2016; $499.99",PERSON; ORG; GPE; DATE; MONEY,James Suzuki,Vertex Analytics,Toronto,"May 8, 2016",$499.99,
1255,"Emma Okafor, a spokesperson for Lakeside Medical Center, confirmed the release of a PureGlow skincare set for $9.99 on October 16, 2016.","Emma Okafor; Lakeside Medical Center; October 16, 2016; $9.99; a PureGlow skincare set",PERSON; ORG; DATE; MONEY; PRODUCT,Emma Okafor,Lakeside Medical Center,,"October 16, 2016",$9.99,PureGlow skincare set
1256,Amara Haddad traveled from Kuala Lumpur to Cape Town to negotiate a deal worth $350 with Harborview College.,Amara Haddad; Harborview College; Cape Town; Kuala Lumpur; $350,PERSON; ORG; GPE; GPE; MONEY,Amara Haddad,Harborview College,"Cape Town, Kuala Lumpur",,$350,
1257,"Leila Young joined Riverside Bank in Marrakesh on October 4, 2024 to launch the GreenLeaf water bottle.","Leila Young; Riverside Bank; Marrakesh; October 4, 2024; the GreenLeaf water bottle",PERSON; ORG; GPE; DATE; PRODUCT,Leila Young,Riverside Bank,Marrakesh,"October 4, 2024",,GreenLeaf water bottle
1258,"On July 15, 2023, Golden Gate Retailers opened a new branch in Cairo, the United States, appointing Julia Scott as director.","Julia Scott; Golden Gate Retailers; Cairo; the United States; July 15, 2023",PERSON; ORG; GPE; GPE; DATE,Julia Scott,Golden Gate Retailers,"Cairo, the United States","July 15, 2023",,
1259,"On October 3, 2017, Evergreen Energy Co. opened a new branch in Berlin, the United States, appointing Sara Costa as director.","Sara Costa; Evergreen Energy Co.; Berlin; the United States; October 3, 2017",PERSON; ORG; GPE; GPE; DATE,Sara Costa,Evergreen Energy Co.,"Berlin, the United States","October 3, 2017",,
1260,"Sara Nguyen joined Skyline Real Estate in Zurich on August 23, 2022 to launch the CloudDesk chair.","Sara Nguyen; Skyline Real Estate; Zurich; August 23, 2022; the CloudDesk chair",PERSON; ORG; GPE; DATE; PRODUCT,Sara Nguyen,Skyline Real Estate,Zurich,"August 23, 2022",,CloudDesk chair
1261,"Ironwood Steel Works announced that Hana Ivanov will lead the new office in Marrakesh starting February 23, 2024.","Hana Ivanov; Ironwood Steel Works; Marrakesh; February 23, 2024",PERSON; ORG; GPE; DATE,Hana Ivanov,Ironwood Steel Works,Marrakesh,"February 23, 2024",,
1262,"During the conference in Berlin, Zainab Kim from Harborview College unveiled the CloudDesk chair priced at $1,200.","Zainab Kim; Harborview College; Berlin; $1,200; the CloudDesk chair",PERSON; ORG; GPE; MONEY; PRODUCT,Zainab Kim,Harborview College,Berlin,,"$1,200",CloudDesk chair
1263,"George Kowalski, a spokesperson for Meridian Financial Group, confirmed the release of a PureGlow skincare set for $1,200 on May 25, 2015.","George Kowalski; Meridian Financial Group; May 25, 2015; $1,200; a PureGlow skincare set",PERSON; ORG; DATE; MONEY; PRODUCT,George Kowalski,Meridian Financial Group,,"May 25, 2015","$1,200",PureGlow skincare set
1264,"Wei Walker, a spokesperson for Summit Robotics Inc., confirmed the release of a StreamCast speaker for $9.99 on December 7, 2017.","Wei Walker; Summit Robotics Inc.; December 7, 2017; $9.99; a StreamCast speaker",PERSON; ORG; DATE; MONEY; PRODUCT,Wei Walker,Summit Robotics Inc.,,"December 7, 2017",$9.99,StreamCast speaker
1265,"On September 1, 2018, Crescent Media Group opened a new branch in Wellington, Malaysia, appointing Anna Patel as director.","Anna Patel; Crescent Media Group; Malaysia; Wellington; September 1, 2018",PERSON; ORG; GPE; GPE; DATE,Anna Patel,Crescent Media Group,"Malaysia, Wellington","September 1, 2018",,
1266,"Quantum Innovations partnered with a university in Lisbon to research a TrailRunner backpack technology, Julia Garcia reported.",Julia Garcia; Quantum Innovations; Lisbon; a TrailRunner backpack,PERSON; ORG; GPE; PRODUCT,Julia Garcia,Quantum Innovations,Lisbon,,,TrailRunner backpack
1267,"During the conference in Melbourne, Chen Hall from Pioneer Research Institute unveiled a StreamCast speaker priced at $1,200.","Chen Hall; Pioneer Research Institute; Melbourne; $1,200; a StreamCast speaker",PERSON; ORG; GPE; MONEY; PRODUCT,Chen Hall,Pioneer Research Institute,Melbourne,,"$1,200",StreamCast speaker
1268,"Riverside Bank partnered with a university in Austin to research the AeroFit smartwatch technology, James Garcia reported.",James Garcia; Riverside Bank; Austin; the AeroFit smartwatch,PERSON; ORG; GPE; PRODUCT,James Garcia,Riverside Bank,Austin,,,AeroFit smartwatch
1269,"On November 21, 2017, Vertex Analytics opened a new branch in Toronto, the United States, appointing Charlotte Green as director.","Charlotte Green; Vertex Analytics; Toronto; the United States; November 21, 2017",PERSON; ORG; GPE; GPE; DATE,Charlotte Green,Vertex Analytics,"Toronto, the United States","November 21, 2017",,
1270,"Charlotte Okafor joined Delta Cloud Services in Marrakesh on June 24, 2015 to launch the CloudDesk chair.","Charlotte Okafor; Delta Cloud Services; Marrakesh; June 24, 2015; the CloudDesk chair",PERSON; ORG; GPE; DATE; PRODUCT,Charlotte Okafor,Delta Cloud Services,Marrakesh,"June 24, 2015",,CloudDesk chair
1271,Sofia Green traveled from Austin to Jakarta to negotiate a deal worth $49.99 with Summit Robotics Inc..,Sofia Green; Summit Robotics Inc.; Austin; Jakarta; $49.99,PERSON; ORG; GPE; GPE; MONEY,Sofia Green,Summit Robotics Inc.,"Austin, Jakarta",,$49.99,
1272,"Sofia Wright, a spokesperson for Northfield University, confirmed the release of the CloudDesk chair for $9.99 on December 20, 2017.","Sofia Wright; Northfield University; December 20, 2017; $9.99; the CloudDesk chair",PERSON; ORG; DATE; MONEY; PRODUCT,Sofia Wright,Northfield University,,"December 20, 2017",$9.99,CloudDesk chair
1273,"The board at Global Trade Partners approved a $15 investment in Dublin after Ahmed Haddad's presentation on January 9, 2019.","Ahmed Haddad; Global Trade Partners; Dublin; January 9, 2019; $15",PERSON; ORG; GPE; DATE; MONEY,Ahmed Haddad,Global Trade Partners,Dublin,"January 9, 2019",$15,
1274,"On November 14, 2020, Lakeside Medical Center opened a new branch in Amsterdam, Sweden, appointing Olivia Haddad as director.","Olivia Haddad; Lakeside Medical Center; Amsterdam; Sweden; November 14, 2020",PERSON; ORG; GPE; GPE; DATE,Olivia Haddad,Lakeside Medical Center,"Amsterdam, Sweden","November 14, 2020",,
1275,"The board at Ironwood Steel Works approved a $49.99 investment in Jakarta after Priya Silva's presentation on March 16, 2021.","Priya Silva; Ironwood Steel Works; Jakarta; March 16, 2021; $49.99",PERSON; ORG; GPE; DATE; MONEY,Priya Silva,Ironwood Steel Works,Jakarta,"March 16, 2021",$49.99,
1276,"The board at Lakeside Medical Center approved a $75 investment in Bangkok after Felix Rossi's presentation on June 10, 2023.","Felix Rossi; Lakeside Medical Center; Bangkok; June 10, 2023; $75",PERSON; ORG; GPE; DATE; MONEY,Felix Rossi,Lakeside Medical Center,Bangkok,"June 10, 2023",$75,
1277,"During the conference in Seoul, Chen Costa from Global Trade Partners unveiled a NovaBook Pro laptop priced at $15.",Chen Costa; Global Trade Partners; Seoul; $15; a NovaBook Pro laptop,PERSON; ORG; GPE; MONEY; PRODUCT,Chen Costa,Global Trade Partners,Seoul,,$15,NovaBook Pro laptop
1278,"Lakeside Medical Center announced that Hassan King will lead the new office in Kuala Lumpur starting October 27, 2021.","Hassan King; Lakeside Medical Center; Kuala Lumpur; October 27, 2021",PERSON; ORG; GPE; DATE,Hassan King,Lakeside Medical Center,Kuala Lumpur,"October 27, 2021",,
